"","cont","cont.1","cont.2","cont.3","cont.4","cont.5","cont.6","disc","disc.1","disc.2","disc.3","disc.4","disc.5","disc.6","disc.7","disc.8","disc.9","disc.10","disc.11","disc.12"
"533",0.14286,0.078307,1,1,0.39286,0,0,4,4,2,1,3,4,1,1,3,1,3,1,1
"534",0.35714,0.066054,1,0.66667,0.125,0,0,4,3,4,2,4,4,1,2,3,2,3,2,1
"535",0.35714,0.18055,1,0.33333,0.10714,0.33333,0,4,3,4,5,2,3,1,3,3,2,3,1,1
"536",0.30357,0.13038,0.33333,0,0.25,0,0,3,5,7,1,2,1,1,3,3,1,3,1,1
"537",0.035714,0.070075,1,0.66667,1,0,0,1,3,1,5,1,2,1,2,3,2,4,2,1
"538",0.25,0.2129,0.66667,1,0.32143,0,0,2,5,3,1,5,2,1,2,3,2,3,2,1
"539",0.78571,0.47782,1,1,0.41071,0,0,1,3,1,1,5,3,1,4,1,3,4,1,1
"540",0.25,0.17697,0,0,0.46429,0,0,3,3,3,1,2,2,1,2,2,2,2,1,1
"541",0.14286,0.080286,0,0,0.071429,0,0,2,3,4,1,2,4,1,1,3,1,3,1,1
"542",0.35714,0.11207,1,1,0.73214,0.33333,0,4,4,1,1,5,3,1,4,3,3,3,2,1
"543",0.46429,0.38764,1,1,0.21429,0,0,1,3,3,5,5,3,1,2,3,2,3,1,1
"544",0.25,0.16517,0.33333,0,0.26786,0,1,3,3,3,1,3,3,1,1,3,2,2,1,1
"545",0.14286,0.06248,1,1,0.75,0.33333,0,4,5,1,1,5,3,1,1,3,2,2,1,1
"546",0.35714,0.067458,1,0.33333,0.42857,0.33333,1,1,4,1,1,1,3,1,1,3,3,3,1,1
"547",0.35714,0.11143,1,1,0.32143,0,0,4,5,1,1,3,2,1,3,3,2,3,2,1
"548",0.35714,0.081435,0.66667,0,0.23214,0,1,4,3,4,1,4,3,1,3,1,2,3,1,1
"549",0.14286,0.022337,1,1,0.089286,0,0,1,2,4,1,3,2,1,1,1,2,2,1,1
"550",0.78571,0.54771,0.33333,0,0.28571,0.33333,0,4,5,2,5,4,3,1,4,3,3,3,2,1
"551",0.14286,0.045951,1,1,0.071429,0.33333,0,4,5,6,5,4,2,1,1,3,2,3,1,1
"552",0.035714,0.094071,0.33333,1,0.46429,0,1,4,2,4,3,5,3,1,2,1,2,2,1,1
"553",0.78571,0.42906,0,0,0.26786,0.33333,0,1,3,4,1,4,4,3,1,3,2,3,2,1
"554",0.14286,0.10971,1,0,0.14286,0,0,2,5,1,2,2,3,1,3,3,2,3,1,1
"555",0.089286,0.058906,1,1,0.85714,0.33333,0,2,3,7,1,4,2,1,2,3,2,4,2,1
"556",0.14286,0.06733,0.33333,0,0.053571,0,0,2,3,4,1,2,3,1,3,2,2,3,1,1
"557",0.25,0.12777,0.66667,0.66667,0.16071,0.33333,0,2,1,1,2,2,2,1,3,3,2,3,1,1
"558",0.30357,0.30168,0,1,0.17857,0.33333,0,4,1,1,5,3,2,1,2,1,2,3,2,1
"559",0.35714,0.20908,0.66667,1,0.14286,0,0,1,2,3,1,4,3,1,3,1,2,3,1,1
"560",0.25,0.10543,0.33333,0.33333,0.21429,0.33333,0,2,5,3,1,2,3,1,1,3,2,2,1,1
"561",0.35714,0.17155,1,1,0.53571,0,1,1,3,2,5,5,3,1,4,1,3,3,2,1
"562",0.35714,0.081052,1,1,0.089286,0,0,1,2,4,1,4,3,3,3,1,1,2,1,1
"563",0.035714,0.025975,0.33333,0,0.17857,0,0,3,4,4,1,2,2,1,2,1,2,3,1,1
"564",0.57143,0.77306,0,1,0.32143,0,0,2,3,1,5,3,3,1,4,3,3,3,2,1
"565",0.35714,0.28311,1,0.33333,0.32143,0.33333,0,2,4,10,5,3,3,1,2,1,2,4,2,1
"566",0.35714,0.081499,0.66667,0.33333,0.071429,0.33333,0,2,4,4,2,4,2,1,2,3,1,3,2,1
"567",0.14286,0.069947,0.33333,0.66667,0.30357,0,0,1,3,1,1,4,1,1,3,3,2,3,1,1
"568",0.35714,0.14691,0.33333,0.33333,0.26786,0,0,4,5,4,4,5,3,1,3,3,2,3,1,1
"569",0.78571,0.23633,1,0,0.39286,0.33333,1,2,3,4,5,4,3,1,3,3,2,3,2,1
"570",0.78571,0.41368,0.66667,0.33333,0.21429,0,0,1,3,4,1,3,2,1,3,3,2,3,2,1
"571",0.35714,0.18878,1,1,0.071429,0,0,1,3,3,1,2,2,1,1,3,1,2,2,1
"572",0.46429,0.36237,0.66667,0.33333,0.33929,0,0,4,5,4,1,4,3,2,3,3,2,3,1,1
"573",0.35714,0.32912,0.33333,1,0.125,0,0,4,3,2,5,1,2,1,2,3,1,4,2,1
"574",0.19643,0.033825,1,1,0.053571,0,0,1,3,10,1,3,2,1,2,3,2,2,1,1
"575",0.089286,0.051439,1,1,0.14286,0.33333,0,2,3,4,1,5,3,1,3,3,2,2,1,1
"576",0.19643,0.16032,0.33333,0.66667,0.089286,0.33333,0,4,5,3,1,4,2,2,3,1,2,3,1,1
"577",0.14286,0.16938,0.33333,0,0.14286,0,0,2,3,4,1,4,2,1,1,3,2,3,1,1
"578",0.35714,0.10537,0.66667,0.33333,0.25,0.33333,0,4,5,7,5,3,2,1,3,3,2,3,2,1
"579",0.57143,0.16236,1,1,0.14286,0.33333,0,2,5,1,1,2,1,1,3,3,2,3,1,1
"580",0.35714,0.042185,1,0.66667,0.14286,0.33333,0,4,3,9,1,2,4,1,3,3,2,2,1,1
"581",0.25,0.04978,0.66667,0.66667,0.19643,0.33333,0,2,5,1,1,5,3,3,1,1,2,3,1,1
"582",0.14286,0.18176,0,0.66667,0.53571,0.33333,1,2,5,1,1,2,3,1,1,1,2,2,1,1
"583",0.089286,0.070968,1,0.33333,0.125,0,0,4,3,3,1,3,2,1,1,3,1,3,1,1
"584",0.57143,0.13453,1,0,0.25,0,0,2,3,6,1,2,3,1,4,3,1,2,1,1
"585",0.14286,0.11851,1,1,0.58929,0,0,4,3,1,5,5,2,1,4,3,3,4,2,1
"586",0.25,0.11252,0,1,0.017857,0,0,1,3,3,1,3,2,1,1,1,1,3,1,1
"587",0.089286,0.16102,0.33333,0.33333,0.30357,0.33333,1,1,5,1,1,3,3,1,1,3,1,3,1,1
"588",0.14286,0.06465,1,0,0.035714,0,0,1,3,3,1,3,3,3,2,3,2,2,1,1
"589",0.25,0.060055,1,0.66667,0.5,0,0,1,3,5,1,3,4,1,1,3,2,2,2,1
"590",0.14286,0.12573,0.66667,0.66667,0.73214,0.33333,0,1,5,3,1,5,3,1,2,3,2,3,1,1
"591",0.14286,0.0069564,1,0.66667,0.69643,1,0,1,5,4,1,4,2,1,1,3,2,2,2,1
"592",0.35714,0.10779,1,1,0.41071,0.33333,0,2,4,1,5,3,2,1,3,3,1,3,2,1
"593",0.30357,0.082711,1,1,0.30357,0,0,4,3,10,4,5,2,1,1,1,2,2,1,1
"594",0.35714,0.15585,0.66667,1,0.017857,0,0,2,3,1,1,3,2,1,2,3,1,2,2,1
"595",0.35714,0.069054,1,0.66667,0.375,0,0,1,2,11,5,5,3,1,3,2,2,4,2,1
"596",0.035714,0.041802,0,0,0.23214,0,0,2,2,1,2,2,2,1,2,2,2,2,1,1
"597",0.35714,0.074414,1,1,0.071429,0.33333,0,1,3,1,1,4,2,1,3,3,1,3,1,1
"598",0.35714,0.25305,0,1,0.30357,0.66667,0,2,1,10,1,3,3,1,1,3,2,2,2,1
"599",0.25,0.15949,0.33333,0.33333,0.21429,0.33333,0,4,5,1,1,4,3,1,2,1,2,3,1,1
"600",0.35714,0.22892,0,0.33333,0.23214,0,0,4,4,10,1,3,3,1,4,3,3,3,1,1
"601",0.053571,0.13102,0,0,0.46429,0,0,2,3,4,1,2,2,3,1,3,2,3,1,1
"602",0.089286,0.040973,1,0,0.19643,0,0,2,3,3,1,3,2,1,2,3,2,3,1,1
"603",0.35714,0.099623,1,1,0.26786,0,0,2,2,7,1,4,2,1,4,1,3,2,1,1
"604",0.57143,0.19612,1,0.33333,0.16071,0,0,4,3,3,1,3,2,1,3,3,2,4,2,1
"605",0.10714,0.063756,1,0.33333,0.071429,0,0,3,3,3,1,2,2,1,2,3,2,3,1,1
"606",0.35714,0.16287,1,1,0.053571,0,0,1,2,3,3,3,3,1,1,2,2,3,2,1
"607",0.35714,0.27124,0.66667,0.33333,0.98214,0,0,4,5,10,1,3,3,1,1,3,2,4,2,1
"608",0.57143,0.15285,1,1,0.55357,0,0,2,3,4,2,3,2,2,4,3,3,3,1,1
"609",0.25,0.11328,1,0,0.25,0,0,4,3,4,1,2,3,1,1,3,2,3,1,1
"610",0.19643,0.065352,1,1,0.46429,0,1,4,3,2,5,5,3,1,4,1,3,3,1,1
"611",0.14286,0.029676,1,0.66667,0.053571,0,0,1,3,5,2,1,2,1,2,3,2,3,1,1
"612",0.10714,0.061523,0,1,0.51786,0,1,3,3,1,2,5,2,1,4,3,3,2,1,1
"613",0.30357,0.19663,1,0.33333,0.17857,0,0,1,3,4,4,2,2,1,3,1,2,3,1,1
"614",0.35714,0.21418,0,1,0.053571,0,0,1,2,2,1,3,2,3,3,1,1,3,1,2
"615",0.25,0.097773,1,0,0.053571,0,0,4,4,3,1,4,2,1,1,3,2,3,1,1
"616",0.78571,0.76125,0.33333,0.33333,0.51786,0,0,2,1,10,5,3,3,1,3,1,2,4,2,1
"617",1,0.56679,0.33333,0.33333,0.14286,0,0,2,4,4,5,3,3,1,4,3,3,4,1,1
"618",0.035714,0.21699,0,0.66667,0.32143,0.66667,1,1,5,1,1,3,3,1,1,3,1,3,1,1
"619",0.46429,0.20199,0.33333,1,0.035714,0,0,2,3,3,2,3,2,2,3,3,1,3,1,1
"620",0.14286,0.023231,1,0.33333,0.53571,0,0,4,3,1,1,3,1,1,1,3,2,2,1,1
"621",0.30357,0.21546,0.33333,0.66667,0.14286,0.33333,0,2,5,10,1,4,3,1,2,3,2,3,1,1
"622",0.25,0.080031,0.66667,0.33333,0.23214,0.33333,0,4,5,1,1,3,3,1,2,1,2,3,1,1
"623",0.78571,0.23218,1,0.33333,0.33929,0,0,4,3,10,5,3,1,1,1,1,2,3,1,1
"624",0.14286,0.10096,1,0,0.053571,0,0,1,3,3,1,2,2,1,3,3,1,3,1,1
"625",0.25,0.14832,1,1,0.82143,0.33333,0,1,3,4,1,3,3,1,4,3,3,3,1,1
"626",0.19643,0.10869,1,0.33333,0.28571,0,0,4,3,4,5,5,3,1,3,3,2,3,1,1
"627",0.035714,0.11743,0.33333,0.33333,0.39286,0,0,3,3,3,1,3,3,1,1,3,2,3,2,1
"628",0.089286,0.074095,0.33333,0.66667,0.17857,0,0,2,2,1,2,4,3,1,4,3,2,3,1,1
"629",0.67857,0.24035,1,1,0.30357,0.33333,0,4,5,3,3,3,3,1,1,3,2,3,2,1
"630",0.089286,0.22694,0,1,0.80357,0,0,4,3,7,5,5,3,1,1,3,2,2,1,1
"631",0.35714,0.21597,0.33333,1,0.16071,0,0,1,3,4,1,3,2,1,3,3,2,3,1,1
"632",0.25,0.081499,1,0.66667,0.44643,0,0,1,2,3,1,3,3,1,3,1,2,3,1,1
"633",0.19643,0.074542,1,0,0.071429,0,0,2,3,4,5,2,3,1,2,3,2,3,1,1
"634",0.089286,0.10875,0.33333,0.33333,0,0.33333,0,4,3,3,1,2,2,2,3,3,1,3,1,1
"635",0.35714,0.068862,0.66667,1,0.10714,0,0,2,3,1,1,2,2,1,3,3,2,2,2,1
"636",0.14286,0.071287,1,1,0.5,0.66667,1,4,3,7,1,5,3,1,2,1,2,3,2,1
"637",0.35714,0.070202,1,0,0.16071,0,0,4,3,4,3,4,2,1,3,3,2,3,1,1
"638",1,0.98136,0.33333,1,0.035714,0.33333,0,4,4,4,1,4,3,1,3,3,2,3,2,1
"639",0.14286,0.077669,1,0.66667,0.26786,0,1,4,3,4,1,2,2,1,3,3,2,3,1,1
"640",0.67857,0.26128,0.66667,0.33333,0.125,0.33333,1,1,4,4,1,4,3,1,2,1,2,3,2,1
"641",0.25,0.030251,1,0,0.14286,0,0,1,3,7,1,1,2,1,1,3,2,1,1,1
"642",0.19643,0.065863,1,1,0.33929,0.33333,0,2,3,6,1,5,3,1,3,3,2,2,1,1
"643",0.19643,0.27743,0.66667,0.33333,0.375,0,0,4,3,7,2,3,3,1,2,3,2,4,2,1
"644",0.35714,0.10052,1,0.33333,0.25,0.33333,0,4,5,4,1,4,4,3,3,3,2,3,2,1
"645",0.25,0.10237,1,0,0.23214,0.33333,0,1,5,4,1,4,4,1,2,3,2,4,2,1
"646",0.57143,0.49167,1,1,0.14286,0.33333,0,4,4,10,5,2,3,1,3,3,1,3,2,1
"647",0.46429,0.27487,0.33333,0.33333,0.23214,0.33333,0,1,1,3,1,3,1,3,1,3,2,3,1,1
"648",0.14286,0.070841,0.33333,0.33333,0.125,0,0,4,3,1,3,3,2,1,2,3,2,3,1,1
"649",0.35714,0.042823,1,0.66667,0.33929,0,1,3,3,1,1,4,3,1,4,1,3,3,1,1
"650",0.14286,0.026039,1,1,0.375,0,1,1,3,7,1,3,3,1,3,3,1,2,1,1
"651",0.78571,0.45951,1,0,0.55357,0,0,1,3,7,1,4,3,1,4,3,3,4,2,1
"652",0.14286,0.10505,1,0.33333,0.32143,0,0,2,3,3,1,3,3,1,2,3,2,2,1,1
"653",0.35714,0.12936,1,0,0.46429,0,0,1,3,1,1,5,3,2,1,3,2,3,1,1
"654",0.57143,0.49844,0.33333,1,0.41071,1,0,2,4,1,2,5,3,1,3,3,2,4,2,1
"655",0.35714,0.13211,1,0.66667,0.28571,0.33333,0,4,5,2,1,4,3,1,3,3,2,3,2,1
"656",0.17857,0.23594,0,1,0.053571,0,0,1,3,1,1,1,3,1,4,3,3,3,1,1
"657",0.14286,0.039058,1,1,0.39286,0,1,2,3,1,1,5,3,1,3,1,2,2,1,1
"658",0.78571,0.63476,1,0.66667,0.32143,0,0,4,3,4,5,4,3,1,3,2,2,3,2,1
"659",0.46429,0.25177,0.33333,0,0.16071,0.33333,0,2,1,10,1,3,2,1,3,3,2,3,1,1
"660",0.25,0.38835,0.33333,0,0.39286,0,0,2,5,3,1,5,3,1,4,3,2,3,2,1
"661",0.14286,0.065161,0.66667,1,0.071429,0,0,3,3,4,1,3,4,1,1,3,1,3,1,1
"662",0.14286,0.039824,1,0.33333,0.071429,0,0,1,3,1,5,3,4,1,3,3,2,3,1,1
"663",0.30357,0.12541,1,0.33333,0.55357,0.33333,0,4,3,3,1,5,3,1,1,3,2,3,1,1
"664",0.035714,0.049397,1,0,0.28571,0.33333,0,2,4,3,1,1,3,1,2,2,2,4,2,1
"665",0.035714,0.049205,0.33333,1,0.55357,0,0,3,5,7,1,3,2,1,2,3,2,2,1,1
"666",0.35714,0.38535,1,0.33333,0.14286,0.33333,0,4,5,11,1,1,3,2,4,1,2,4,2,1
"667",0.46429,0.2055,1,0.33333,0.26786,0,1,2,2,3,4,3,3,1,3,2,2,3,2,1
"668",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"669",0.2858267,0.171108710393939,0.642427206679487,0.2403504385,0.195732777380952,0.24515,0.0596478162103175,4,3,4,1,3,3,1,3,3,2,3,1,1
"670",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"671",0.140821248,0.0543755672380952,0.965327712444444,0.45252,0.185664825952381,0.02499144,0.0107971396,4,3,4,1,3,4,1,1,3,2,3,1,1
"672",0.217554906111111,0.144729708060606,0.33531,0.541213392142857,0.266068313666667,0.0125176385809524,0.1652168732,1,3,3,1,3,3,1,2,3,2,3,1,1
"673",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"674",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"675",0.21228,0.128348838060606,0.594689536309524,0.489386662142857,0.249411109857143,0.0178555022732601,0.0921539229333333,1,3,3,1,3,3,1,2,3,2,3,1,1
"676",0.237753117142857,0.0899992261666667,0.756787898452381,0.697748043809524,0.2685007,0.00694462719139191,0.0821184422222222,1,3,1,1,2,2,1,1,3,2,3,1,1
"677",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"678",0.334643766666667,0.1587315575,0.759826819346154,0.363226425,0.119377738833333,0.0151025891666666,-0.08802,3,3,4,1,3,4,1,3,3,2,3,1,1
"679",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"680",0.334643766666667,0.1587315575,0.759826819346154,0.363226425,0.119377738833333,0.0151025891666666,-0.081619,3,3,4,1,3,4,1,3,3,2,3,1,1
"681",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"682",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"683",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"684",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"685",0.144531836666667,0.153186295333333,-0.0066948,0.31015413,0.242463921666667,0.0644577089242424,0.420714191666667,4,3,4,1,3,3,1,1,3,2,3,1,1
"686",0.233202098333333,0.151550665727273,0.52494259,0.569919758809524,0.273416877380952,0.019891814547619,0.1703272,1,3,3,1,3,3,1,2,3,2,3,1,1
"687",0.445172004166666,0.261221581746032,0.853688951111111,0.343713625,0.127998064166667,0.00353824985897432,-0.00749553846223223,3,3,4,1,3,3,1,3,3,2,3,1,1
"688",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"689",0.142239557166667,0.112760016393939,0.549531035961905,0.373300263333333,0.241401698095238,0.00628886706981904,0.08935747784,1,3,3,1,3,3,1,1,3,2,3,1,1
"690",0.233202098333333,0.151550665727273,0.52494259,0.569919758809524,0.273416877380952,0.019891814547619,0.1703272,1,3,3,1,3,3,1,2,3,2,3,1,1
"691",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"692",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"693",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"694",0.144531836666667,0.153186295333333,-0.12638,0.31015413,0.242463921666667,0.0644577089242424,0.420714191666667,4,3,4,1,3,3,1,1,3,2,3,1,1
"695",0.245253417142857,0.103420439,0.79248,0.64211323547619,0.269053725,0.00329678176282048,0.0803515622222222,1,3,1,1,2,2,1,1,3,2,3,1,1
"696",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"697",0.248951617142857,0.1009765525,0.787785367499999,0.712446852142857,0.273333116666666,0.00420176976282048,0.0801881722222222,1,3,1,1,2,2,1,1,3,2,3,1,1
"698",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"699",0.26526966,0.17335471547619,0.211901983333333,0.8030197,0.0093493,0.0133332,0.000417646399999962,1,3,3,1,2,2,1,3,3,1,3,1,1
"700",0.22135,0.140177417505051,0.534576473809524,0.534510595,0.244424717,0.0131040745589743,0.0800456429333333,1,3,3,1,3,2,1,2,3,2,3,1,1
"701",0.237753117142857,0.0899992261666667,0.756787898452381,0.697748043809524,0.2685007,0.00694462719139191,0.0821184422222222,1,3,1,1,2,2,1,1,3,2,3,1,1
"702",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"703",0.281596696666667,0.157644251060606,0.627571683512821,0.357864156666666,0.253706248333333,0.0925670303333334,0.075678,2,3,4,3,3,3,1,3,3,2,3,1,1
"704",0.284085796666667,0.157374741060606,0.638226883512821,0.352178056666667,0.253687258333333,0.0898922686666667,0.120471574866667,2,3,4,3,3,3,1,3,3,2,3,1,1
"705",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"706",0.248809964571428,0.100765735833333,0.85798985,0.77757,0.385881391904762,0.046019137,0.119872226464646,4,3,4,3,5,3,1,3,3,2,3,1,1
"707",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"708",0.238144257142857,0.0874028111666667,0.75019,0.701391943809524,0.272432465,0.0102779271913919,0.0821184422222222,1,3,1,1,2,2,1,1,3,2,3,1,1
"709",0.117330783666667,0.020652,0.776491904428571,0.610464523809524,0.31247281,0.00220196041025638,0.5673854,1,3,1,1,3,3,1,1,3,2,2,1,1
"710",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"711",0.2820745,0.161948785727273,0.549211792346153,0.088548031,0.21558,0.194960789833333,0.141241093531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"712",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"713",0.250583077142857,0.0969875675,0.772137734166666,0.706413452142857,0.27312,0.00876030653754576,0.0801881722222222,1,3,1,1,2,2,1,1,3,2,3,1,1
"714",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"715",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"716",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"717",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"718",0.281331229242424,0.174627161666667,0.244342608333333,0.80127185,-0.014765,0.0566661,-0.000325675818181849,1,3,3,1,3,2,1,3,3,1,3,1,1
"719",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"720",0.372797633888889,0.33576,0.595990433333333,0.479224956666666,0.274607673333334,0.08137425,0.1267879,2,3,2,1,1,3,1,3,3,2,4,2,1
"721",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"722",0.128214172644444,0.0921721988888889,0.566199281809523,0.38278471,0.271571016666667,0.00443308345634918,0.41954,1,3,3,1,3,3,1,1,3,2,3,1,1
"723",0.248951617142857,0.1009765525,0.787785367499999,0.712446852142857,0.273333116666666,0.00420176976282048,0.0801881722222222,1,3,1,1,2,2,1,1,3,2,3,1,1
"724",0.144772875,0.0868408892222223,0.588641556666666,0.2857888,0.280737723333333,-0.06119,0.0642777,1,3,3,1,3,3,1,1,3,2,3,1,1
"725",0.0436862886285714,0.07468,0.4250188,0.644758982142857,0.334231551666667,0.020483716,0.777078457936508,1,3,1,1,2,3,1,1,3,2,2,1,2
"726",0.085117,0.116411598060606,0.545682340061905,0.414426306666667,0.230251903857143,0.00907276977777775,0.14562274,1,3,3,1,3,3,1,1,3,2,3,1,1
"727",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"728",0.097437964652381,0.0436377689166667,0.6957401433,0.690640027380952,0.298148586666667,0.0104842604102564,0.42777,1,3,1,1,3,3,1,1,3,2,2,1,2
"729",0.231376735,0.15961,0.469647906666666,0.568617892142857,0.267016035333333,0.013544212247619,0.1752168732,1,3,3,1,3,3,1,2,3,2,3,1,1
"730",0.255083757142857,0.0975574841666667,0.803987241309523,0.639632689642857,0.24383,0.00900827253754576,0.0824829922222222,1,3,1,1,2,2,1,3,3,2,3,1,1
"731",0.2840704,0.164843655727273,0.579384421679487,0.096343421,0.218458320333333,0.205890477833333,0.131568743531746,4,3,4,1,3,3,1,3,3,2,3,1,1
"732",0.144772875,0.0868408892222223,0.588641556666666,0.2857888,0.280737723333333,-0.058661,0.0642777,1,3,3,1,3,3,1,1,3,2,3,1,1
"733",0.2867776,0.171549014393939,0.64285,0.160119651,0.211516090714286,0.1838498695,0.13714123234127,4,3,4,1,3,3,1,3,3,2,3,1,1
